,Name,Salary,Pos,RW_Proj,ETRProj,Ceiling,Value,Value_adj,BaseMix,CeilAdj,PosBump,NewProj,ID,Name + ID,TeamAbbrev,Position,Game Info,Unnamed: 0,Team,OPP,MIN,PTS,REB,AST,STL,BLK,TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,DK_Base,Prob_DD,Prob_TD,DK_Bonus,ETR MP,Own,CeilZ,LastUpdate
89,Amir Coffey,3200.0,F,5.984493922303035,6.9,13.3,-11.9,-11.91,6.808449392230304,0.2652321280834119,-0.06909053225233702,7.0,40600296.0,Amir Coffey (40600296),MIL,SG/SF,GSW@MIL 10/30/2025 08:00PM ET,28.0,MIL,GSW,8.0,2.88581,1.06974,0.6619,0.26147,0.07811,0.24223,1.02158,2.10247,48.6,0.42038,1.13042,37.2,0.42227,0.47107,89.6,0.15471,0.91504,5.98407,0.0002822965832281196,1.591427309600209e-07,0.0004239223030350594,11.5,0.0%,0.44205354680568654,2025-10-30 18:30:42
90,Trayce Jackson-Davis,3200.0,C,6.181736613850029e-05,,,,,,0.0,,,40600301.0,Trayce Jackson-Davis (40600301),GSW,C,GSW@MIL 10/30/2025 08:00PM ET,57.0,GSW,MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
91,Gary Payton II,3100.0,G,2.722175306496034,7.5,14.6,-10.9,-10.88,7.022217530649604,0.4761696793591605,0.051726504551755224,7.55,40600303.0,Gary Payton II (40600303),GSW,PG/SF,GSW@MIL 10/30/2025 08:00PM ET,88.0,GSW,MIL,3.0,1.25079,0.62369,0.14896,0.19739,0.04147,0.13646,0.50645,0.88754,57.1,0.11738,0.33847,34.7,0.12051,0.18081,66.7,0.2057,0.41799,2.7220225,0.00010180515243872646,3.2922458560841375e-08,0.0001528064960337722,8.5,0.0%,0.7936161322652675,2025-10-30 18:30:42
92,Orlando Robinson,3000.0,C,6.181736613850029e-05,,,,,,0.0,,,40600308.0,Orlando Robinson (40600308),ORL,C,ORL@CHA 10/30/2025 07:00PM ET,102.0,ORL,CHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
93,Antonio Reeves,3000.0,G,6.181736613850029e-05,,,,,,0.0,,,40600310.0,Antonio Reeves (40600310),CHA,SG,ORL@CHA 10/30/2025 07:00PM ET,98.0,CHA,ORL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
94,Mason Plumlee,3000.0,C,6.181736613850029e-05,0.9,7.5,-17.1,-16.97,0.8100061817366138,-0.6758738699160824,-0.0322848731761307,0.0,40600313.0,Mason Plumlee (40600313),CHA,C,ORL@CHA 10/30/2025 07:00PM ET,91.0,CHA,ORL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,1.0,0.0%,-1.1264564498601375,2025-10-30 18:30:42
95,Jonathan Isaac,3000.0,F,4.115264884091352,4.1,10.9,-13.9,-14.02,4.101526488409135,-0.12419104350258578,-0.08290863870280443,3.89,40600315.0,Jonathan Isaac (40600315),ORL,PF/C,ORL@CHA 10/30/2025 07:00PM ET,55.0,ORL,CHA,4.0,1.42803,1.26283,0.16344,0.15233,0.27178,0.15677,0.47925,1.09681,43.7,0.18687,0.55492,33.7,0.28265,0.39118,72.3,0.34245,0.92038,4.1149975,0.00017811297006137416,7.154541980017921e-08,0.0002673840913514618,4.0,0.0%,-0.20698507250430964,2025-10-30 18:30:42
96,Justin Champagnie,3000.0,F,6.181736613850029e-05,2.7,9.5,-15.3,-15.33,2.430006181736614,-0.35135456026108447,-0.10363579837850555,1.98,40600319.0,Justin Champagnie (40600319),WAS,SF/PF,WAS@OKC 10/30/2025 08:00PM ET,27.0,WAS,OKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,3.0,0.0%,-0.5855909337684742,2025-10-30 18:30:42
97,Jett Howard,3000.0,F,3.6825112932699806,3.6,10.3,-14.4,-14.52,3.608251129326998,-0.22154683639908515,-0.09672674515327186,3.29,40600323.0,Jett Howard (40600323),ORL,SG/SF,ORL@CHA 10/30/2025 07:00PM ET,53.0,ORL,CHA,5.0,2.05251,0.69101,0.24461,0.1058,0.08771,0.31715,0.68623,1.67054,41.1,0.34133,1.00988,33.8,0.33872,0.42963,78.8,0.15415,0.53685,3.6822975000000002,0.00014242706944904275,5.088860233393015e-08,0.00021379326998056592,5.0,0.0%,-0.3692447273318086,2025-10-30 18:30:42
98,Lindy Waters III,3000.0,F,6.181736613850029e-05,,,,,,0.0,,,40600328.0,Lindy Waters III (40600328),SAS,SG/SF,MIA@SAS 10/30/2025 08:30PM ET,128.0,SAS,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
99,Carter Bryant,3000.0,F,6.34120976105884,8.3,15.3,-9.7,-9.61,8.104120976105884,0.58975143773841,-0.05527242580186962,8.64,40600333.0,Carter Bryant (40600333),SAS,SF/PF,MIA@SAS 10/30/2025 08:30PM ET,17.0,SAS,MIA,9.0,2.81742,1.32339,0.52548,0.31696,0.27134,0.57049,1.0059,2.08459,48.3,0.37901,1.00975,37.5,0.42661,0.60702,70.3,0.3162,1.0072,6.3407374999999995,0.0003144895581315459,1.755738809787273e-07,0.00047226105884025507,10.0,0.0%,0.98291906289735,2025-10-30 18:30:42
100,Harrison Ingram,3000.0,F,6.181736613850029e-05,,,,,,0.0,,,40600337.0,Harrison Ingram (40600337),SAS,SF,MIA@SAS 10/30/2025 08:30PM ET,54.0,SAS,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
101,David Jones-Garcia,3000.0,F,6.181736613850029e-05,1.5,8.2,-16.5,-16.33,1.3500061817366138,-0.5622921115368333,-0.12436295805420666,0.0,40600340.0,David Jones-Garcia (40600340),SAS,SG,MIA@SAS 10/30/2025 08:30PM ET,67.0,SAS,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,2.0,0.0%,-0.9371535192280556,2025-10-30 18:30:42
102,Riley Minix,3000.0,F,6.181736613850029e-05,,,,,,0.0,,,40600343.0,Riley Minix (40600343),SAS,SF,MIA@SAS 10/30/2025 08:30PM ET,82.0,SAS,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
103,Nikola Topic,3000.0,G,6.181736613850029e-05,,,,,,0.0,,,40600346.0,Nikola Topic (40600346),OKC,PG,WAS@OKC 10/30/2025 08:00PM ET,119.0,OKC,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
104,Thomas Sorber,3000.0,C,6.181736613850029e-05,,,,,,0.0,,,40600349.0,Thomas Sorber (40600349),OKC,C,WAS@OKC 10/30/2025 08:00PM ET,115.0,OKC,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
105,Kenrich Williams,3000.0,F,6.181736613850029e-05,,,,,,0.0,,,40600351.0,Kenrich Williams (40600351),OKC,PF/C,WAS@OKC 10/30/2025 08:00PM ET,137.0,OKC,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
106,Branden Carlson,3000.0,C,6.181736613850029e-05,5.8,12.7,-12.2,-12.22,5.220006181736613,0.16787633518691228,-0.028249264029114356,5.36,40600355.0,Branden Carlson (40600355),OKC,C,WAS@OKC 10/30/2025 08:00PM ET,20.0,OKC,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,5.5,0.0%,0.27979389197818716,2025-10-30 18:30:42
107,Ousmane Dieng,3000.0,F,6.181736613850029e-05,1.6,8.3,-16.4,-16.17,1.4400061817366139,-0.5460661460540831,-0.11745390482897296,0.0,40600357.0,Ousmane Dieng (40600357),OKC,PF/C,WAS@OKC 10/30/2025 08:00PM ET,35.0,OKC,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,2.0,0.0%,-0.9101102434234719,2025-10-30 18:30:42
108,Brooks Barnhizer,3000.0,F,4.103762628593447,3.8,10.6,-14.2,-14.11,3.8303762628593447,-0.1728689399508356,-0.08981769192803814,3.57,40600361.0,Brooks Barnhizer (40600361),OKC,PF,WAS@OKC 10/30/2025 08:00PM ET,11.0,OKC,WAS,6.0,2.16321,1.04227,0.3252,0.14368,0.02138,0.43555,0.90643,2.18801,41.4,0.07455,0.29466,25.3,0.2758,0.38086,72.4,0.3304,0.71187,4.103467500000001,0.00019658183265273418,8.528148917189057e-08,0.0002951285934466169,6.0,0.0%,-0.28811489991805933,2025-10-30 18:30:42
109,Chris Youngblood,3000.0,G,6.181736613850029e-05,0.4,7.0,-17.6,-17.43,0.36000618173661386,-0.7570036973298321,0.0705361425705753,0.0,40600364.0,Chris Youngblood (40600364),OKC,SG,WAS@OKC 10/30/2025 08:00PM ET,139.0,OKC,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,0.5,0.0%,-1.2616728288830534,2025-10-30 18:30:42
110,Alex Antetokounmpo,3000.0,F,6.181736613850029e-05,,,,,,0.0,,,40600367.0,Alex Antetokounmpo (40600367),MIL,SF,GSW@MIL 10/30/2025 08:00PM ET,2.0,MIL,GSW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
111,Mark Sears,3000.0,G,6.181736613850029e-05,,,,,,0.0,,,40600370.0,Mark Sears (40600370),MIL,PG,GSW@MIL 10/30/2025 08:00PM ET,109.0,MIL,GSW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
112,Thanasis Antetokounmpo,3000.0,F,6.181736613850029e-05,,,,,,0.0,,,40600373.0,Thanasis Antetokounmpo (40600373),MIL,PF/C,GSW@MIL 10/30/2025 08:00PM ET,4.0,MIL,GSW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
113,Jericho Sims,3000.0,C,6.181736613850029e-05,0.7,7.2,-17.3,-17.57,0.6300061817366138,-0.7245517663643322,-0.03632048232314703,0.0,40600377.0,Jericho Sims (40600377),MIL,C,GSW@MIL 10/30/2025 08:00PM ET,112.0,MIL,GSW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,1.0,0.0%,-1.207586277273887,2025-10-30 18:30:42
114,Andre Jackson Jr.,3000.0,F,6.181736613850029e-05,,,,,,0.0,,,40600379.0,Andre Jackson Jr. (40600379),MIL,SG/SF,GSW@MIL 10/30/2025 08:00PM ET,56.0,MIL,GSW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
115,Pete Nance,3000.0,C,6.181736613850029e-05,,,,,,0.0,,,40600384.0,Pete Nance (40600384),MIL,C,GSW@MIL 10/30/2025 08:00PM ET,86.0,MIL,GSW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
116,Gary Harris,3000.0,G,6.181736613850029e-05,,,,,,0.0,,,40600386.0,Gary Harris (40600386),MIL,SG/SF,GSW@MIL 10/30/2025 08:00PM ET,47.0,MIL,GSW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
117,Liam McNeeley,3000.0,F,9.369293773629913,7.5,14.4,-10.5,-10.56,7.686929377362992,0.4437177483936608,-0.06218147902710333,8.07,40600391.0,Liam McNeeley (40600391),CHA,SF/PF,ORL@CHA 10/30/2025 07:00PM ET,79.0,CHA,ORL,9.0,4.44031,2.00895,1.02628,0.31037,0.19238,0.66202,1.51668,3.14934,48.2,0.40496,1.04932,38.6,1.00198,1.25146,80.1,0.46043,1.54853,9.3678875,0.0009356145478432782,9.506027160219271e-07,0.001406273629912983,10.0,0.0%,0.7395295806561013,2025-10-30 18:30:42
118,Drew Peterson,3000.0,F,6.181736613850029e-05,,,,,,0.0,,,40600395.0,Drew Peterson (40600395),CHA,PF,ORL@CHA 10/30/2025 07:00PM ET,90.0,CHA,ORL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
119,Pat Connaughton,3000.0,F,6.181736613850029e-05,,,,,,0.0,,,40600398.0,Pat Connaughton (40600398),CHA,SG/SF,ORL@CHA 10/30/2025 07:00PM ET,29.0,CHA,ORL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
120,Jahmir Young,3000.0,G,6.181736613850029e-05,0.7,7.4,-17.3,-17.34,0.6300061817366138,-0.6920998353988324,0.06583373306587029,0.0,40600403.0,Jahmir Young (40600403),MIA,PG,MIA@SAS 10/30/2025 08:30PM ET,138.0,MIA,SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,1.0,0.0%,-1.1534997256647206,2025-10-30 18:30:42
121,Myron Gardner,3000.0,F,6.181736613850029e-05,,,,,,0.0,,,40600406.0,Myron Gardner (40600406),MIA,SG/SF,MIA@SAS 10/30/2025 08:30PM ET,39.0,MIA,SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
122,Vladislav Goldin,3000.0,,,,,,,,0.0,,,40600411.0,Vladislav Goldin (40600411),MIA,C,MIA@SAS 10/30/2025 08:30PM ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2025-10-30 18:30:42
123,Keshad Johnson,3000.0,F,6.181736613850029e-05,0.9,7.6,-17.1,-17.07,0.8100061817366138,-0.6596479044333327,-0.13127201127944035,0.0,40600413.0,Keshad Johnson (40600413),MIA,SF/PF,MIA@SAS 10/30/2025 08:30PM ET,64.0,MIA,SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,1.0,0.0%,-1.0994131740555544,2025-10-30 18:30:42
124,Sharife Cooper,3000.0,G,6.181736613850029e-05,,,,,,0.0,,,40600417.0,Sharife Cooper (40600417),WAS,PG,WAS@OKC 10/30/2025 08:00PM ET,30.0,WAS,OKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
125,Anthony Gill,3000.0,F,6.181736613850029e-05,,,,,,0.0,,,40600420.0,Anthony Gill (40600420),WAS,C,WAS@OKC 10/30/2025 08:00PM ET,42.0,WAS,OKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
126,Tristan Vukcevic,3000.0,C,6.181736613850029e-05,7.2,14.3,-10.8,-10.79,6.480006181736615,0.4274917829109109,-0.02421365488209802,6.88,40600422.0,Tristan Vukcevic (40600422),WAS,C,WAS@OKC 10/30/2025 08:00PM ET,123.0,WAS,OKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,6.5,0.1%,0.7124863048515182,2025-10-30 18:30:42
127,Malaki Branham,3000.0,G,6.181736613850029e-05,,,,,,0.0,,,40600424.0,Malaki Branham (40600424),WAS,PG/SG,WAS@OKC 10/30/2025 08:00PM ET,15.0,WAS,OKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
128,Jamir Watkins,3000.0,F,6.181736613850029e-05,,,,,,0.0,,,40600428.0,Jamir Watkins (40600428),WAS,SG,WAS@OKC 10/30/2025 08:00PM ET,129.0,WAS,OKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
129,AJ Johnson,3000.0,G,6.181736613850029e-05,,,,,,0.0,,,40600431.0,AJ Johnson (40600431),WAS,PG,WAS@OKC 10/30/2025 08:00PM ET,62.0,WAS,OKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
130,Will Riley,3000.0,F,6.181736613850029e-05,2.1,8.7,-15.9,-15.95,1.890006181736614,-0.48116228412308376,-0.11054485160373924,1.3,40600434.0,Will Riley (40600434),WAS,SF/PF,WAS@OKC 10/30/2025 08:00PM ET,101.0,WAS,OKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,3.0,0.0%,-0.8019371402051396,2025-10-30 18:30:42
131,De'Anthony Melton,3000.0,,,,,,,,0.0,,,40600438.0,De'Anthony Melton (40600438),GSW,PG/SF,GSW@MIL 10/30/2025 08:00PM ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2025-10-30 18:30:42
132,Alex Toohey,3000.0,F,6.181736613850029e-05,,,,,,0.0,,,40600443.0,Alex Toohey (40600443),GSW,SF,GSW@MIL 10/30/2025 08:00PM ET,118.0,GSW,MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
133,Gui Santos,3000.0,F,6.181736613850029e-05,0.8,7.4,-17.2,-17.03,0.7200061817366139,-0.6920998353988324,-0.13818106450467404,0.0,40600446.0,Gui Santos (40600446),GSW,PF,GSW@MIL 10/30/2025 08:00PM ET,107.0,GSW,MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,1.0,0.0%,-1.1534997256647206,2025-10-30 18:30:42
134,Pat Spencer,3000.0,G,6.181736613850029e-05,,,,,,0.0,,,40600449.0,Pat Spencer (40600449),GSW,PG,GSW@MIL 10/30/2025 08:00PM ET,116.0,GSW,MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
135,Jackson Rowe,3000.0,F,6.181736613850029e-05,,,,,,0.0,,,40600452.0,Jackson Rowe (40600452),GSW,PF,GSW@MIL 10/30/2025 08:00PM ET,104.0,GSW,MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
136,Colin Castleton,3000.0,C,6.181736613850029e-05,,,,,,0.0,,,40600455.0,Colin Castleton (40600455),ORL,C,ORL@CHA 10/30/2025 07:00PM ET,25.0,ORL,CHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
137,Jamal Cain,3000.0,F,6.181736613850029e-05,,,,,,0.0,,,40600457.0,Jamal Cain (40600457),ORL,SF/PF,ORL@CHA 10/30/2025 07:00PM ET,19.0,ORL,CHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1193981709054106e-05,8.797858306379187e-09,6.181736613850029e-05,,,0.0,2025-10-30 18:30:42
138,Jase Richardson,3000.0,G,11.805991219709984,4.4,11.1,-13.6,-13.5,5.1405991219709986,-0.0917391125370861,0.06113132356116526,5.11,40600461.0,Jase Richardson (40600461),ORL,PG/SG,ORL@CHA 10/30/2025 07:00PM ET,100.0,ORL,CHA,12.0,5.79662,2.42282,1.30242,0.35381,0.29742,1.06807,1.9127,4.21964,45.3,0.51199,1.43231,35.7,1.45924,1.78277,81.9,0.53655,1.88628,11.803195,0.0018589243287257657,2.611072298553571e-06,0.002796219709984309,6.0,0.0%,-0.1528985208951435,2025-10-30 18:30:42
139,Noah Penda,3000.0,F,2.9295995899438463,7.0,13.9,-11.0,-11.02,6.592959958994385,0.36258792097991127,-0.07599958547757074,6.88,40600465.0,Noah Penda (40600465),ORL,SF/PF,ORL@CHA 10/30/2025 07:00PM ET,89.0,ORL,CHA,4.0,1.34968,0.99117,0.20128,0.00641,0.02196,0.2425,0.55113,0.80751,68.3,0.20667,0.27043,76.4,0.04076,0.04202,97.0,0.70514,0.28603,2.9293875,0.00014128446829653695,5.4413800509806714e-08,0.00021208994384633485,9.5,0.0%,0.6043132016331855,2025-10-30 18:30:42
