"RK","Name","POS","Team","Bye","POS","ADP","FPTS","G","FPTS/G","TIER","ATT","CMP","YDS","TD","INT","ATT","YDS","TD","TGT","REC","YDS","TD","UP","DOWN","MOVE","TARGET","WIN"
"317","Jalen Milroe","QB","SEA","8","QB33","270.0","32.5","2","16.24","13","59","35","388","2.1","2","12.8","88.5","0.3","-","-","-","-","-","-","-","-","-"
"318","Tommy Tremble","TE","CAR","14","TE96","664.0","32.2","10","3.22","10","0","0","0","0","0","-","-","-","18.7","14.2","124.7","0.9","-","-","-","-","-"
"319","Joe Milton III","QB","DAL","10","-","1790.0","32.2","2","16.09","13","66","42","447","2.2","2","9.1","37.5","0.7","-","-","-","-","-","-","-","-","-"
"320","Khalil Herbert","RB","IND","11","RB82","303.5","32.1","14","2.29","16","0","0","0","0","0","32.5","142.5","0.8","9.7","7.4","49.5","0.1","-","-","-","-","-"
"321","Jarquez Hunter","RB","LA","8","RB64","232.0","31.2","15","2.08","16","0","0","0","0","0","30.7","133.6","0.9","8.2","6.7","47.5","0.2","-","-","-","-","-"
"322","Stone Smartt","TE","NYJ","9","TE147","692.6","30.5","15","2.03","10","0","0","0","0","0","-","-","-","18.0","13.3","129.6","0.7","-","-","-","-","-"
"323","Tyler Johnson","WR","NYJ","9","WR306","699.2","30.3","10","3.03","17","0","0","0","0","0","-","-","-","18.8","13.1","129.0","0.7","-","-","-","-","-"
"324","John Bates","TE","WAS","12","TE111","679.0","30.3","15","2.02","10","0","0","0","0","0","-","-","-","18.1","13.2","117.2","0.9","-","-","-","-","-"
"325","Kyle Trask","QB","TB","9","QB67","668.5","30.1","2","15.07","13","68","43","482","2.5","2","5.6","25.5","0.1","-","-","-","-","-","-","-","-","-"
"326","AJ Dillon","RB","PHI","9","RB165","695.8","30.1","15","2.01","16","0","0","0","0","0","47.8","204.7","1.3","1.7","1.3","9.0","0.0","-","-","-","-","-"
"327","Mac Jones","QB","SF","14","QB90","688.2","30.1","2","15.04","13","66","43","468","2.4","2","6.6","26.4","0.2","-","-","-","-","-","-","-","-","-"
"328","Jalin Hyatt","WR","NYG","14","WR221","680.5","29.9","15","2.00","17","0","0","0","0","0","-","-","-","20.2","11.4","142.3","0.7","-","-","-","-","-"
"329","Darnell Washington","TE","PIT","5","TE108","678.0","29.8","15","1.99","11","0","0","0","0","0","-","-","-","16.9","12.6","123.5","0.8","-","-","-","-","-"
"330","Jarrett Stidham","QB","DEN","12","QB47","565.5","29.8","2","14.89","13","65","41","427","2.6","2","7.3","38.3","0.1","-","-","-","-","-","-","-","-","-"
"331","Elijah Mitchell","RB","KC","10","RB75","274.4","29.8","12","2.48","16","0","0","0","0","0","31.6","133.8","0.8","7.6","6.4","42.8","0.2","-","-","-","-","-"
"332","Robert Woods","WR","PIT","5","WR267","692.6","29.4","10","2.94","17","0","0","0","0","0","-","-","-","17.9","12.1","123.2","0.8","-","-","-","-","-"
"333","Tyson Bagent","QB","CHI","5","QB94","691.0","29.0","2","14.49","13","63","41","433","2.3","2","6.0","36.6","0.1","-","-","-","-","-","-","-","-","-"
"334","Hendon Hooker","QB","DET","8","QB107","695.0","28.9","2","14.43","13","61","39","418","2.6","1","7.3","28.8","0.1","-","-","-","-","-","-","-","-","-"
"335","Andy Dalton","QB","CAR","14","QB85","683.6","28.8","2","14.40","13","70","46","450","2.7","2","4.3","16.5","0.1","-","-","-","-","-","-","-","-","-"
"336","Charlie Woerner","TE","ATL","5","TE90","657.5","28.6","15","1.91","11","0","0","0","0","0","-","-","-","19.4","12.9","109.9","0.8","-","-","-","-","-"
"337","Jordan Whittington","WR","LA","8","WR97","287.3","28.5","15","1.90","17","0","0","0","0","0","0.7","4.5","0.0","15.8","11.8","127.3","0.6","-","-","-","-","-"
"338","Grant Calcaterra","TE","PHI","9","TE131","688.0","28.4","15","1.89","11","0","0","0","0","0","-","-","-","16.6","12.7","119.3","0.6","-","-","-","-","-"
"339","Sam Howell","QB","MIN","6","QB76","681.0","28.3","2","14.14","13","67","41","434","2.5","2","4.4","28.5","0.1","-","-","-","-","-","-","-","-","-"
"340","Cedrick Wilson Jr.","WR","NO","11","WR156","625.5","28.0","15","1.87","17","0","0","0","0","0","-","-","-","18.6","11.2","127.5","0.7","-","-","-","-","-"
"341","Nick Mullens","QB","JAX","8","QB99","692.0","27.7","2","13.87","14","66","44","460","2.5","2","3.5","12.5","0.1","-","-","-","-","-","-","-","-","-"
"342","Tanner McKee","QB","PHI","9","QB58","658.6","27.7","2","13.85","14","57","38","422","2.5","1","4.8","12.3","0.1","-","-","-","-","-","-","-","-","-"
"343","Taylor Heinicke","QB","LAC","12","QB53","629.0","27.4","2","13.70","14","58","36","398","2.2","1","6.3","35.0","0.2","-","-","-","-","-","-","-","-","-"
"344","Kirk Cousins","QB","ATL","5","QB115","697.8","26.7","2","13.37","14","63","43","474","2.4","2","1.6","3.8","0.0","-","-","-","-","-","-","-","-","-"
"345","Aidan O'Connell","QB","LV","8","QB117","698.6","26.5","2","13.26","14","66","42","437","2.3","1","3.2","8.2","0.1","-","-","-","-","-","-","-","-","-"
"346","Davis Mills","QB","HST","6","QB86","684.0","26.4","2","13.22","14","65","41","416","2.6","2","3.4","13.3","0.1","-","-","-","-","-","-","-","-","-"
"347","Scott Miller","WR","PIT","5","WR191","667.5","26.2","14","1.87","17","0","0","0","0","0","-","-","-","17.1","10.2","114.3","0.8","-","-","-","-","-"
"348","Joshua Dobbs","QB","NE","14","QB88","686.4","26.2","2","13.10","14","56","37","385","2.1","2","6.7","37.0","0.1","-","-","-","-","-","-","-","-","-"
"349","Zach Wilson","QB","MIA","12","QB105","694.9","25.9","2","12.94","14","65","40","407","2.0","2","5.4","29.3","0.1","-","-","-","-","-","-","-","-","-"
"350","Jacob Cowing","WR","SF","14","WR307","699.2","25.8","14","1.85","17","0","0","0","0","0","10.3","59.2","0.2","10.7","7.0","90.9","0.5","-","-","-","-","-"
"351","Ben Sinnott","TE","WAS","12","TE37","279.8","25.8","15","1.72","11","0","0","0","0","0","-","-","-","14.9","11.7","96.5","0.8","-","-","-","-","-"
"352","Malik Willis","QB","GB","5","QB114","697.5","25.5","2","12.73","14","44","29","324","1.7","1","9.2","62.9","0.2","-","-","-","-","-","-","-","-","-"
"353","Gardner Minshew","QB","KC","10","QB101","694.0","25.2","2","12.61","14","65","42","425","2.1","2","4.3","13.3","0.1","-","-","-","-","-","-","-","-","-"
"354","Dare Ogunbowale","RB","HST","6","RB183","700.9","24.9","14","1.78","17","0","0","0","0","0","15.1","59.1","0.3","11.5","8.6","74.9","0.2","-","-","-","-","-"
"355","Mason Rudolph","QB","PIT","5","QB110","696.6","24.7","2","12.33","15","58","37","390","2.0","2","5.5","25.3","0.1","-","-","-","-","-","-","-","-","-"
"356","Mitchell Trubisky","QB","BUF","7","QB95","691.1","24.3","2","12.17","15","57","40","386","2.2","2","3.6","16.9","0.1","-","-","-","-","-","-","-","-","-"
"357","Brandon Allen","QB","TEN","10","QB52","623.0","24.2","2","12.08","15","65","39","422","2.2","2","1.7","10.7","0.0","-","-","-","-","-","-","-","-","-"
"358","Cam Akers","RB","NO","11","RB161","694.3","24.1","12","2.01","17","0","0","0","0","0","28.1","116.3","0.5","6.2","5.1","36.9","0.1","-","-","-","-","-"
"359","Charlie Kolar","TE","BLT","7","TE135","689.0","23.9","15","1.59","11","0","0","0","0","0","-","-","-","11.8","8.6","108.2","0.7","-","-","-","-","-"
"360","Adam Trautman","TE","DEN","12","TE136","689.5","23.5","15","1.57","11","0","0","0","0","0","-","-","-","13.2","9.7","95.5","0.7","-","-","-","-","-"
"361","Craig Reynolds","RB","DET","8","RB113","654.0","23.5","14","1.68","17","0","0","0","0","0","30.1","131.9","0.6","4.4","3.6","30.0","0.0","-","-","-","-","-"
"362","Trent Sherfield","WR","DEN","12","WR181","656.0","23.2","15","1.55","17","0","0","0","0","0","-","-","-","15.0","9.5","102.3","0.6","-","-","-","-","-"
"363","Devin Leary","QB","BLT","7","QB51","620.0","23.2","2","11.61","15","51","32","341","1.9","1","4.2","29.9","0.1","-","-","-","-","-","-","-","-","-"
"364","Colby Parkinson","TE","LA","8","TE107","677.9","23.1","15","1.54","11","0","0","0","0","0","-","-","-","14.0","10.1","92.4","0.6","-","-","-","-","-"
"365","Tylan Wallace","WR","BLT","7","WR276","695.2","22.8","15","1.52","17","0","0","0","0","0","-","-","-","11.6","8.2","117.2","0.5","-","-","-","-","-"
"366","Jacoby Brissett","QB","ARZ","8","QB83","683.5","22.6","2","11.28","15","63","38","350","1.8","1","4.1","24.5","0.1","-","-","-","-","-","-","-","-","-"
"367","Jake Bobo","WR","SEA","8","WR282","695.9","22.1","15","1.47","17","0","0","0","0","0","-","-","-","13.1","8.4","99.4","0.6","-","-","-","-","-"
"368","Casey Washington","WR","ATL","5","WR180","656.0","21.6","14","1.55","17","0","0","0","0","0","-","-","-","13.2","7.7","105.5","0.6","-","-","-","-","-"
"369","Tai Felton","WR","MIN","6","WR316","700.7","21.6","15","1.44","17","0","0","0","0","0","-","-","-","13.2","8.6","96.1","0.6","-","-","-","-","-"
"370","Durham Smythe","TE","CHI","5","TE170","999.0","21.6","15","1.44","11","0","0","0","0","0","-","-","-","13.1","9.7","76.2","0.7","-","-","-","-","-"
"371","Damien Martinez","RB","SEA","8","RB84","310.5","21.2","15","1.41","17","0","0","0","0","0","19.8","82.2","0.5","6.6","5.4","38.6","0.1","-","-","-","-","-"
"372","Tip Reiman","TE","ARZ","8","TE64","567.0","20.8","15","1.38","11","0","0","0","0","0","-","-","-","12.8","10.4","76.0","0.5","-","-","-","-","-"
"373","Drew Sample","TE","CIN","10","TE97","664.5","20.7","15","1.38","11","0","0","0","0","0","-","-","-","12.9","10.4","71.0","0.5","-","-","-","-","-"
"374","Josh Whyle","TE","TEN","10","TE123","686.4","20.6","15","1.38","11","0","0","0","0","0","-","-","-","12.0","9.2","83.1","0.5","-","-","-","-","-"
"375","Brock Wright","TE","DET","8","TE118","682.4","20.6","15","1.37","11","0","0","0","0","0","-","-","-","11.6","9.1","80.4","0.6","-","-","-","-","-"
"376","Payne Durham","TE","TB","9","TE103","671.5","20.2","15","1.34","11","0","0","0","0","0","-","-","-","10.9","7.7","86.4","0.6","-","-","-","-","-"
"377","Johnny Mundt","TE","JAX","8","TE73","617.5","20.0","15","1.34","11","0","0","0","0","0","-","-","-","11.8","9.3","79.7","0.5","-","-","-","-","-"
"378","Alec Ingold","RB","MIA","12","-","2085.0","19.7","15","1.32","17","0","0","0","0","0","5.8","16.7","0.3","9.8","8.3","67.6","0.2","-","-","-","-","-"
"379","Tanner Hudson","TE","CIN","10","TE164","699.8","19.5","15","1.30","11","0","0","0","0","0","-","-","-","10.9","8.6","79.8","0.5","-","-","-","-","-"
"380","Mitchell Evans","TE","CAR","14","TE160","698.6","19.4","15","1.30","11","0","0","0","0","0","-","-","-","11.5","8.2","80.4","0.5","-","-","-","-","-"
"381","Luke Farrell","TE","SF","14","TE188","999.0","19.1","15","1.27","11","0","0","0","0","0","-","-","-","11.5","8.8","77.7","0.4","-","-","-","-","-"
"382","Hunter Luepke","RB","DAL","10","-","2105.0","19.0","15","1.27","17","0","0","0","0","0","8.9","28.0","0.3","9.3","7.9","51.8","0.2","-","-","-","-","-"
"383","LeQuint Allen Jr.","RB","JAX","8","-","2110.0","18.4","14","1.32","17","0","0","0","0","0","10.3","43.8","0.2","8.2","6.8","47.8","0.2","-","-","-","-","-"
"384","Andrew Ogletree","TE","IND","11","TE174","999.0","18.4","15","1.23","11","0","0","0","0","0","-","-","-","11.4","7.8","83.7","0.4","-","-","-","-","-"
"385","Malik Heath","WR","GB","5","WR161","633.0","18.3","12","1.53","18","0","0","0","0","0","-","-","-","11.1","7.4","69.8","0.7","-","-","-","-","-"
"386","Tyler Badie","RB","DEN","12","RB110","644.0","18.0","14","1.28","17","0","0","0","0","0","19.8","86.4","0.4","5.0","4.3","23.1","0.1","-","-","-","-","-"
"387","Kimani Vidal","RB","LAC","12","RB174","699.3","17.7","14","1.26","17","0","0","0","0","0","15.6","60.5","0.3","6.7","5.3","39.9","0.1","-","-","-","-","-"
"388","Carlos Washington","RB","ATL","5","RB91","386.2","17.7","14","1.26","17","0","0","0","0","0","27.9","115.9","0.7","1.3","1.1","7.4","0.0","-","-","-","-","-"
"389","Tyler Goodson","RB","IND","11","RB133","678.5","17.5","13","1.35","17","0","0","0","0","0","14.5","67.0","0.4","6.4","4.9","32.4","0.1","-","-","-","-","-"
"390","Derius Davis","WR","LAC","12","WR245","689.5","17.4","15","1.16","18","0","0","0","0","0","5.6","28.9","0.1","8.0","6.5","54.8","0.3","-","-","-","-","-"
"391","Ty Chandler","RB","MIN","6","RB141","683.1","17.3","12","1.44","17","0","0","0","0","0","25.3","98.4","0.5","2.7","2.3","16.9","0.1","-","-","-","-","-"
"392","Eric Saubert","TE","SEA","8","TE214","999.0","17.1","14","1.22","11","0","0","0","0","0","-","-","-","10.2","7.3","70.1","0.5","-","-","-","-","-"
"393","Brevin Jordan","TE","HST","6","TE133","688.5","16.4","10","1.64","11","0","0","0","0","0","-","-","-","10.8","7.6","65.7","0.4","-","-","-","-","-"
"394","Justin Watson","WR","HST","6","WR198","671.0","16.3","15","1.09","18","0","0","0","0","0","-","-","-","9.7","6.2","77.9","0.4","-","-","-","-","-"
"395","Johnny Wilson","WR","PHI","9","WR268","693.0","16.2","15","1.08","18","0","0","0","0","0","-","-","-","11.5","7.4","58.3","0.5","-","-","-","-","-"
"396","John Metchie III","WR","HST","6","WR312","699.8","15.8","15","1.05","18","0","0","0","0","0","-","-","-","10.0","6.6","68.8","0.4","-","-","-","-","-"
"397","Audric Estimé","RB","DEN","12","RB80","297.9","15.6","15","1.04","17","0","0","0","0","0","19.3","81.4","0.5","3.2","2.8","16.2","0.1","-","-","-","-","-"
"398","Ja'Lynn Polk","WR","NE","14","WR301","698.9","15.6","15","1.04","18","0","0","0","0","0","0.4","2.6","0.0","9.5","5.9","65.3","0.5","-","-","-","-","-"
"399","Ihmir Smith-Marsette","WR","NYG","14","WR208","676.0","15.3","10","1.53","18","0","0","0","0","0","-","-","-","9.0","5.6","73.7","0.4","-","-","-","-","-"
"400","Chris Blair","WR","ATL","5","WR344","999.0","15.3","14","1.10","18","0","0","0","0","0","-","-","-","9.2","5.2","78.3","0.4","-","-","-","-","-"
"401","Jalen Reagor","WR","LAC","12","WR159","629.5","15.2","12","1.27","18","0","0","0","0","0","-","-","-","9.0","6.0","69.0","0.4","-","-","-","-","-"
"402","Will Mallory","TE","IND","11","TE72","604.2","15.1","14","1.08","11","0","0","0","0","0","-","-","-","9.7","6.7","66.8","0.3","-","-","-","-","-"
"403","Tyquan Thornton","WR","KC","10","WR285","696.0","15.1","12","1.25","18","0","0","0","0","0","-","-","-","10.3","5.7","69.4","0.4","-","-","-","-","-"
"404","Malachi Corley","WR","NYJ","9","WR224","681.4","15.0","13","1.16","18","0","0","0","0","0","-","-","-","10.7","6.8","63.2","0.3","-","-","-","-","-"
"405","C.J. Ham","RB","MIN","6","-","2220.0","14.8","15","0.99","17","0","0","0","0","0","0.6","2.5","0.0","9.4","8.0","52.3","0.2","-","-","-","-","-"
"406","Pierre Strong","RB","CLV","9","RB102","591.8","14.8","14","1.06","17","0","0","0","0","0","20.9","85.4","0.5","2.6","2.0","14.0","0.0","-","-","-","-","-"
"407","Austin Trammell","WR","JAX","8","WR219","679.0","14.8","10","1.48","18","0","0","0","0","0","-","-","-","8.8","5.9","68.8","0.3","-","-","-","-","-"
"408","Lil'Jordan Humphrey","WR","NYG","14","WR228","683.7","14.7","10","1.47","18","0","0","0","0","0","-","-","-","9.3","6.3","61.8","0.4","-","-","-","-","-"
"409","Jashaun Corbin","RB","ATL","5","RB185","999.0","14.6","14","1.04","17","0","0","0","0","0","19.9","98.6","0.5","1.3","1.1","7.4","0.0","-","-","-","-","-"
"410","Zavier Scott","RB","MIN","6","RB194","668.5","14.4","12","1.20","17","0","0","0","0","0","19.5","80.9","0.5","2.4","2.0","12.6","0.0","-","-","-","-","-"
"411","Chris Brooks","RB","GB","5","RB132","677.1","13.8","10","1.38","17","0","0","0","0","0","7.7","37.3","0.2","6.1","5.1","31.6","0.1","-","-","-","-","-"
"412","David Bell","WR","CLV","9","WR329","999.0","13.8","14","0.99","18","0","0","0","0","0","-","-","-","9.1","5.9","60.8","0.3","-","-","-","-","-"
"413","Blake Whiteheart","TE","CLV","9","TE110","678.3","13.3","14","0.95","11","0","0","0","0","0","-","-","-","8.2","6.2","51.8","0.3","-","-","-","-","-"
"414","Hunter Long","TE","JAX","8","TE88","654.5","13.3","12","1.11","11","0","0","0","0","0","-","-","-","7.9","6.1","53.0","0.3","-","-","-","-","-"
"415","Gavin Bartholomew","TE","MIN","6","TE128","687.5","12.8","15","0.85","11","0","0","0","0","0","-","-","-","7.4","5.4","53.8","0.3","-","-","-","-","-"
"416","Ian Thomas","TE","LV","8","TE171","999.0","12.8","13","0.98","11","0","0","0","0","0","-","-","-","8.2","6.2","48.5","0.3","-","-","-","-","-"
"417","DeeJay Dallas","RB","ARZ","8","RB176","700.0","12.5","14","0.89","17","0","0","0","0","0","11.3","50.5","0.2","4.5","3.7","23.2","0.1","-","-","-","-","-"
"418","Pharaoh Brown","TE","MIA","12","TE155","696.0","12.2","15","0.81","11","0","0","0","0","0","-","-","-","7.6","5.7","51.0","0.3","-","-","-","-","-"
"419","Daniel Bellinger","TE","NYG","14","TE77","627.6","11.9","15","0.79","11","0","0","0","0","0","-","-","-","6.4","5.1","53.4","0.3","-","-","-","-","-"
"420","Phil Mafah","RB","DAL","10","RB179","700.3","11.7","15","0.78","17","0","0","0","0","0","7.2","30.0","0.2","5.1","4.3","27.4","0.1","-","-","-","-","-"
"421","Ben Skowronek","WR","PIT","5","WR170","646.5","11.7","14","0.83","18","0","0","0","0","0","-","-","-","7.6","4.7","51.6","0.3","-","-","-","-","-"
"422","Lucas Krull","TE","DEN","12","TE122","686.0","11.6","14","0.83","11","0","0","0","0","0","-","-","-","7.0","5.2","47.4","0.3","-","-","-","-","-"
"423","Sterling Shepard","WR","TB","9","WR152","607.7","11.5","13","0.89","18","0","0","0","0","0","-","-","-","7.8","4.9","48.4","0.3","-","-","-","-","-"
"424","Xavier Gipson","WR","NYJ","9","WR264","692.2","11.5","15","0.77","18","0","0","0","0","0","-","-","-","8.0","5.4","48.0","0.2","-","-","-","-","-"
"425","Brevyn Spann-Ford","TE","DAL","10","TE89","655.8","11.3","15","0.75","11","0","0","0","0","0","-","-","-","6.9","4.9","43.6","0.3","-","-","-","-","-"
"426","Jordan Watkins","WR","SF","14","WR280","695.6","11.2","15","0.75","18","0","0","0","0","0","-","-","-","6.7","4.2","52.1","0.3","-","-","-","-","-"
"427","Rasheen Ali","RB","BLT","7","RB158","693.2","11.2","10","1.12","17","0","0","0","0","0","16.7","64.0","0.3","2.2","1.9","12.9","0.0","-","-","-","-","-"
"428","Dameon Pierce","RB","HST","6","RB147","688.6","11.2","13","0.86","17","0","0","0","0","0","15.0","64.8","0.4","1.8","1.4","9.5","0.0","-","-","-","-","-"
"429","Mecole Hardman","WR","GB","5","WR213","677.8","11.1","12","0.93","18","0","0","0","0","0","-","-","-","6.5","4.3","48.2","0.3","-","-","-","-","-"
"430","Julius Chestnut","RB","TEN","10","RB107","628.1","10.5","10","1.05","17","0","0","0","0","0","12.7","52.8","0.3","2.1","1.8","14.3","0.0","-","-","-","-","-"
"431","Travis Homer","RB","CHI","5","RB112","647.0","10.5","14","0.75","17","0","0","0","0","0","14.4","65.0","0.3","1.4","1.2","8.4","0.0","-","-","-","-","-"
"432","Ashton Dulin","WR","IND","11","WR111","350.0","10.2","15","0.68","18","0","0","0","0","0","3.5","26.6","0.0","4.7","2.7","36.2","0.2","-","-","-","-","-"
"433","DeAndre Carter","WR","CLV","9","WR272","694.0","9.9","14","0.71","18","0","0","0","0","0","-","-","-","6.5","4.4","42.1","0.2","-","-","-","-","-"
"434","Jaheim Bell","TE","NE","14","TE156","696.5","9.3","15","0.62","11","0","0","0","0","0","-","-","-","5.6","4.1","39.1","0.2","-","-","-","-","-"
"435","Devontez Walker","WR","BLT","7","WR235","687.1","8.7","14","0.62","18","0","0","0","0","0","-","-","-","4.8","3.0","41.5","0.3","-","-","-","-","-"
"436","Hassan Haskins","RB","LAC","12","RB166","696.0","8.6","14","0.62","18","0","0","0","0","0","11.5","40.5","0.3","1.8","1.4","10.3","0.0","-","-","-","-","-"
"437","Jeremy McNichols","RB","WAS","12","RB116","659.0","8.1","15","0.54","18","0","0","0","0","0","8.5","36.1","0.2","2.0","1.8","12.3","0.0","-","-","-","-","-"
"438","Sione Vaki","RB","DET","8","RB134","678.7","8.0","10","0.80","18","0","0","0","0","0","8.0","34.1","0.1","2.5","2.1","17.6","0.0","-","-","-","-","-"
"439","Ainias Smith","WR","PHI","9","WR113","363.0","8.0","10","0.80","18","0","0","0","0","0","1.9","8.9","0.1","4.7","3.3","24.1","0.2","-","-","-","-","-"
"440","Ben Sims","TE","GB","5","TE101","669.6","7.6","15","0.51","11","0","0","0","0","0","-","-","-","4.3","3.5","26.8","0.2","-","-","-","-","-"
"441","Harrison Bryant","TE","PHI","9","TE85","647.3","7.5","15","0.50","11","0","0","0","0","0","-","-","-","4.7","3.6","29.5","0.2","-","-","-","-","-"
"442","Xavier Weaver","WR","ARZ","8","WR361","999.0","7.4","14","0.53","18","0","0","0","0","0","-","-","-","4.9","2.8","36.3","0.2","-","-","-","-","-"
"443","Kalel Mullings","RB","TEN","10","RB126","673.0","7.3","10","0.73","18","0","0","0","0","0","11.8","48.9","0.3","0.3","0.2","1.8","0.0","-","-","-","-","-"
"444","Zamir White","RB","LV","8","RB170","697.7","7.2","13","0.55","18","0","0","0","0","0","12.4","43.8","0.2","1.1","0.9","5.4","0.0","-","-","-","-","-"
"445","David Moore","WR","CAR","14","WR150","593.7","7.1","14","0.51","18","0","0","0","0","0","-","-","-","4.7","3.0","28.0","0.2","-","-","-","-","-"
"446","Frank Gore Jr.","RB","BUF","7","RB180","700.8","6.8","10","0.68","18","0","0","0","0","0","8.5","35.4","0.2","1.4","1.1","8.2","0.0","-","-","-","-","-"
"447","K.J. Osborn","WR","WAS","12","WR342","999.0","6.7","10","0.67","18","0","0","0","0","0","-","-","-","4.0","2.7","29.4","0.2","-","-","-","-","-"
"448","Patrick Taylor","RB","SF","14","RB129","676.5","6.6","14","0.47","18","0","0","0","0","0","7.0","31.4","0.2","1.7","1.4","9.5","0.0","-","-","-","-","-"
"449","Connor Heyward","TE","PIT","5","TE92","658.0","6.6","15","0.44","11","0","0","0","0","0","-","-","-","4.1","2.9","25.4","0.2","-","-","-","-","-"
"450","Bub Means","WR","NO","11","WR281","695.8","6.5","10","0.65","18","0","0","0","0","0","-","-","-","4.4","2.7","30.0","0.1","-","-","-","-","-"
"451","Tyler Scott","WR","CHI","5","-","2450.0","6.4","14","0.46","18","0","0","0","0","0","-","-","-","3.7","2.5","29.1","0.2","-","-","-","-","-"
"452","Trey Palmer","WR","TB","9","WR176","653.0","6.1","15","0.41","18","0","0","0","0","0","-","-","-","4.0","2.4","28.4","0.2","-","-","-","-","-"
"453","Eric Gray","RB","NYG","14","RB120","666.3","6.1","14","0.44","18","0","0","0","0","0","7.8","25.6","0.2","1.7","1.4","9.5","0.0","-","-","-","-","-"
"454","Tanner Conner","TE","MIA","12","TE179","999.0","6.0","15","0.40","11","0","0","0","0","0","-","-","-","4.0","2.8","21.4","0.2","-","-","-","-","-"
"455","Ronnie Rivers","RB","LA","8","RB184","999.0","5.9","10","0.59","18","0","0","0","0","0","10.4","41.8","0.2","0.5","0.5","3.0","0.0","-","-","-","-","-"
"456","Carson Steele","RB","KC","10","RB140","681.8","5.9","15","0.39","18","0","0","0","0","0","7.0","26.0","0.2","2.0","1.5","6.3","0.0","-","-","-","-","-"
"457","Laviska Shenault Jr.","WR","BUF","7","WR336","999.0","5.6","12","0.47","18","0","0","0","0","0","2.3","10.8","0.1","2.5","1.9","17.4","0.1","-","-","-","-","-"
"458","Darrynton Evans","RB","BUF","7","RB208","999.0","5.5","10","0.55","18","0","0","0","0","0","4.3","13.9","0.1","2.4","1.8","15.0","0.1","-","-","-","-","-"
"459","Ryan Flournoy","WR","DAL","10","WR137","532.5","5.4","14","0.39","18","0","0","0","0","0","-","-","-","3.4","2.2","24.2","0.1","-","-","-","-","-"
"460","Kevin Austin Jr.","WR","NO","11","WR321","999.0","5.3","10","0.53","18","0","0","0","0","0","2.0","15.0","0.0","2.5","1.5","17.1","0.1","-","-","-","-","-"
"461","Mason Tipton","WR","NO","11","WR138","539.5","5.3","10","0.53","18","0","0","0","0","0","-","-","-","4.0","2.2","23.1","0.1","-","-","-","-","-"
"462","Scott Matlock","RB","LAC","12","-","2505.0","5.1","15","0.34","18","0","0","0","0","0","-","-","-","3.5","2.8","19.7","0.1","-","-","-","-","-"
"463","Chris Manhertz","TE","NYG","14","TE206","999.0","5.1","15","0.34","11","0","0","0","0","0","-","-","-","3.0","2.2","20.4","0.1","-","-","-","-","-"
"464","KeAndre Lambert-Smith","WR","LAC","12","WR175","652.3","4.9","10","0.49","18","0","0","0","0","0","-","-","-","3.0","1.9","22.9","0.1","-","-","-","-","-"
"465","Evan Hull","RB","PIT","5","RB125","671.5","4.9","14","0.35","18","0","0","0","0","0","10.1","25.9","0.2","1.0","0.8","5.7","0.0","-","-","-","-","-"
"466","Jalen Brooks","WR","DAL","10","WR192","667.9","4.8","14","0.34","18","0","0","0","0","0","-","-","-","2.9","1.9","20.1","0.2","-","-","-","-","-"
"467","Devin Duvernay","WR","CHI","5","WR207","675.0","4.8","11","0.44","18","0","0","0","0","0","-","-","-","2.9","2.1","19.4","0.1","-","-","-","-","-"
"468","Rakim Jarrett","WR","TB","9","WR251","690.0","4.5","12","0.37","18","0","0","0","0","0","-","-","-","2.8","1.8","20.3","0.1","-","-","-","-","-"
"469","Shane Zylstra","TE","DET","8","TE138","690.0","4.3","14","0.31","11","0","0","0","0","0","-","-","-","2.6","1.9","17.1","0.1","-","-","-","-","-"
"470","James Proche","WR","TEN","10","WR197","670.3","4.2","10","0.42","18","0","0","0","0","0","-","-","-","2.6","1.8","18.9","0.1","-","-","-","-","-"
"471","Andrew Beck","RB","NYJ","9","RB93","475.0","4.2","14","0.30","18","0","0","0","0","0","1.8","4.2","0.1","2.6","1.7","13.8","0.0","-","-","-","-","-"
"472","Nate Adkins","TE","DEN","12","TE105","674.0","4.1","14","0.29","11","0","0","0","0","0","-","-","-","2.4","1.9","16.4","0.1","-","-","-","-","-"
"473","Jimmy Horn Jr.","WR","CAR","14","WR253","690.0","4.1","10","0.41","18","0","0","0","0","0","-","-","-","2.4","1.6","18.9","0.1","-","-","-","-","-"
"474","Michael Carter","RB","ARZ","8","RB159","693.3","4.0","14","0.28","18","0","0","0","0","0","2.1","8.8","0.1","2.0","1.6","10.3","0.0","-","-","-","-","-"
"475","Jared Wiley","TE","KC","10","TE163","699.6","4.0","10","0.40","11","0","0","0","0","0","-","-","-","2.2","1.8","16.0","0.1","-","-","-","-","-"
"476","Feleipe Franks","TE","ATL","5","TE149","692.8","3.9","14","0.28","11","0","0","0","0","0","-","-","-","2.8","1.6","16.6","0.1","-","-","-","-","-"
"477","Terrace Marshall Jr.","WR","PHI","9","WR277","695.2","3.9","10","0.39","18","0","0","0","0","0","-","-","-","2.8","1.8","15.5","0.1","-","-","-","-","-"
"478","Tommy Mellott","WR","LV","8","-","2585.0","3.7","10","0.37","18","0","0","0","0","0","-","-","-","2.5","1.6","16.5","0.1","-","-","-","-","-"
