,Name,Team,OPP,Pos,MIN,PTS,REB,AST,STL,BLK,TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB
198,Davion Mitchell,MIA,NYK,G,33.00000,11.77756,3.40572,5.80486,1.12367,0.27217,1.76892,4.37237,9.36851,46.7,1.51489,3.99286,37.9,1.51793,1.95212,77.8,0.46837,2.93735
199,Malik Monk,SAC,MIN,G,23.00000,11.32106,2.56994,3.50869,0.66492,0.25073,1.57122,3.93045,9.32000,42.2,1.81866,5.06797,35.9,1.64150,2.01506,81.5,0.43094,2.13899
200,Moses Moody,GSW,SAS,F,27.00000,12.57029,4.07464,1.60186,0.97659,0.39620,1.18400,4.33089,9.69115,44.7,1.92776,5.11356,37.7,1.98075,2.50872,79.0,0.93330,3.14134
201,Wendell Moore,DET,PHI,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
202,Trey Murphy III,NOP,LAL,F,36.00000,22.65322,5.37287,3.99400,1.10631,0.46339,2.01376,7.66401,16.10544,47.6,3.17412,8.41356,37.7,4.15108,4.88869,84.9,1.78350,3.58937
203,Dejounte Murray,NOP,LAL,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
204,Keegan Murray,SAC,MIN,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
205,Kris Murray,POR,HOU,F,20.00000,8.58544,2.44217,1.26337,1.04584,0.37428,1.26342,3.08551,7.31771,42.2,1.11960,3.17878,35.2,1.29482,1.60524,80.7,0.63868,1.80349
206,Pete Nance,MIL,CHA,C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
207,Ryan Nembhard,DAL,LAC,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
208,Yanic Konan Niederhauser,LAC,DAL,C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
209,Josh Okogie,HOU,POR,F,23.00000,9.47730,4.01458,1.34874,1.03324,0.37524,1.09549,2.78854,6.63786,42.0,1.43680,3.97067,36.2,2.46342,3.03178,81.3,1.56234,2.45224
210,Kelly Olynyk,SAS,GSW,C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
211,Kelly Oubre Jr.,PHI,DET,F,34.00000,14.40836,5.83380,1.71195,0.97866,0.56335,1.34364,4.95952,11.84281,41.9,1.99908,6.05027,33.0,2.49023,3.11737,79.9,1.43193,4.40186
212,Chris Paul,LAC,DAL,G,2.00000,0.66683,0.27569,0.46203,0.08272,0.01169,0.10975,0.23501,0.59283,39.6,0.11619,0.33963,34.2,0.08063,0.09658,83.5,0.02489,0.25080
213,Gary Payton II,GSW,SAS,G,10.00000,3.96856,1.98321,0.54392,0.55595,0.17095,0.43020,1.60871,2.90287,55.4,0.33407,0.97422,34.3,0.41707,0.57768,72.2,0.59208,1.39113
214,Micah Peavy,NOP,LAL,F,12.00000,2.75241,2.71359,0.79547,0.17327,0.08613,0.40512,1.10696,3.37406,32.8,0.23477,1.20054,19.6,0.30372,0.46951,64.7,1.34619,1.36739
215,Noah Penda,ORL,BKN,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
216,Drew Peterson,CHA,MIL,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
217,Daeqwon Plowden,SAC,MIN,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
218,Mason Plumlee,CHA,MIL,C,8.00000,2.32367,3.12890,0.86984,0.21536,0.30199,0.46511,0.95330,1.44412,66.0,0.01739,0.06124,28.4,0.39968,0.84798,47.1,1.12423,2.00468
219,Brandin Podziemski,GSW,SAS,G,28.00000,13.22829,5.57743,3.35116,1.08821,0.32351,1.68257,4.77477,10.60480,45.0,1.93284,4.93340,39.2,1.74591,2.14019,81.6,0.99463,4.58279
220,Jordan Poole,NOP,LAL,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
221,Kevin Porter Jr.,MIL,CHA,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
222,Michael Porter Jr.,BKN,ORL,F,33.00000,18.35795,6.79276,3.05304,0.72497,0.40147,2.08241,6.31412,14.04458,45.0,2.45881,6.60324,37.2,3.27090,3.93604,83.1,1.15173,5.64103
223,Bobby Portis,MIL,CHA,F,24.00000,12.70854,7.01146,2.25306,0.74883,0.39024,0.97043,5.04301,10.64039,47.4,1.44170,3.55491,40.6,1.18083,1.47117,80.3,2.18567,4.82579
224,Quinten Post,GSW,SAS,C,9.00000,4.59820,2.26687,0.67026,0.19013,0.30118,0.54227,1.61876,3.63405,44.5,0.77977,1.98339,39.3,0.58090,0.72931,79.7,0.76318,1.50369
225,Drake Powell,BKN,ORL,F,23.00000,9.21941,3.60766,2.19484,0.75858,0.18934,2.06138,3.23002,7.25726,44.5,0.98334,2.73023,36.0,1.77602,2.48673,71.4,0.77768,2.82998
226,Dwight Powell,DAL,LAC,C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
227,Norman Powell,MIA,NYK,G,31.00000,19.93026,3.93503,2.45996,0.92756,0.31107,1.47927,6.79286,14.02471,48.4,2.58094,6.18277,41.7,3.76359,4.44939,84.6,0.42657,3.50846
228,Taurean Prince,MIL,CHA,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
229,Derik Queen,NOP,LAL,C,28.00000,10.95789,8.46752,2.37844,0.95037,0.51072,2.76431,4.11544,8.30900,49.5,0.31782,1.10643,28.7,2.40920,3.25928,73.9,1.93750,6.53002
230,Julius Randle,MIN,SAC,F,34.00000,20.64361,8.35956,4.73766,0.71237,0.38359,2.92319,7.38842,14.68950,50.3,1.61766,4.58941,35.2,4.24912,5.27951,80.5,1.44253,6.91704
231,Maxime Raynaud,SAC,MIN,C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
232,Duop Reath,POR,HOU,C,5.00000,2.74817,1.11234,0.39262,0.14872,0.12129,0.40542,1.04742,2.21183,47.4,0.34484,1.00914,34.2,0.30848,0.39167,78.8,0.35766,0.75469
233,Austin Reaves,LAL,NOP,G,36.00000,21.56320,4.56594,5.60511,1.26161,0.30932,2.90945,7.06429,14.99898,47.1,3.05586,8.47135,36.1,4.37877,4.94532,88.5,1.17972,3.38622
234,Paul Reed,DET,PHI,C,10.00000,4.12675,3.28377,0.50058,1.10862,0.44637,0.38403,1.83611,3.32074,55.3,0.12003,0.45041,26.6,0.33451,0.69046,48.4,1.54031,1.74346
235,Antonio Reeves,CHA,MIL,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
236,Naz Reid,MIN,SAC,C,26.00000,14.57563,6.77555,2.52664,0.82532,1.13048,1.61082,5.61341,10.95237,51.3,1.85600,4.76666,38.9,1.49282,1.96002,76.2,1.99337,4.78218
237,Will Richard,GSW,SAS,G,23.00000,10.21557,4.62479,3.09320,2.23162,0.16570,2.04464,3.41343,7.86118,43.4,1.41838,4.05244,35.0,1.97032,2.47806,79.5,1.84822,2.77657
238,Jase Richardson,ORL,BKN,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
239,Duncan Robinson,DET,PHI,F,32.00000,13.63469,3.36595,2.67869,0.84279,0.15904,1.47832,4.65290,11.19213,41.6,3.00881,8.17077,36.8,1.32009,1.62276,81.3,0.55674,2.80921
240,Mitchell Robinson,NYK,MIA,C,18.00000,5.45094,7.40360,0.62026,0.74328,0.92356,0.77276,2.19746,3.51644,62.5,0.06713,0.25755,26.1,0.98888,1.82196,54.3,3.79949,3.60411
241,Orlando Robinson,ORL,BKN,C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
242,Ryan Rollins,MIL,CHA,G,32.00000,13.81035,4.29687,4.95647,1.87560,0.42114,1.94439,4.84645,10.34341,46.9,1.93117,4.87161,39.6,2.18627,2.66508,82.0,1.49332,2.80355
243,Jackson Rowe,GSW,SAS,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
244,Terry Rozier,MIA,NYK,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
245,Rayan Rupert,POR,HOU,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
246,D'Angelo Russell,DAL,LAC,G,14.00000,6.87057,1.56645,2.88820,0.53319,0.10796,1.03892,2.35096,5.88805,39.9,1.21131,3.47208,34.9,0.95735,1.16326,82.3,0.20925,1.35720
247,Domantas Sabonis,SAC,MIN,C,32.00000,15.94415,13.00651,4.28252,0.94846,0.47316,2.57808,6.12237,11.01255,55.6,0.86411,2.35354,36.7,2.83531,3.97016,71.4,4.07533,8.93118
248,Tidjane Salaun,CHA,MIL,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
249,Hunter Sallis,PHI,DET,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
250,Kobe Sanders,LAC,DAL,F,18.00000,5.05493,4.41771,1.72486,0.88770,0.16163,3.11749,1.98979,5.09233,39.1,0.46049,2.11734,21.7,0.61486,1.00712,61.1,1.80040,2.61731
251,Gui Santos,GSW,SAS,F,7.00000,3.63222,2.40661,0.40599,0.14307,0.26796,0.46213,1.36331,2.56254,53.2,0.23341,0.61300,38.1,0.67220,0.89069,75.5,0.74762,1.65899
252,Ben Saraf,BKN,ORL,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
253,Dario Saric,SAC,MIN,C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
254,Marcus Sasser,DET,PHI,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
255,Dennis Schroder,SAC,MIN,G,28.00000,12.93623,3.04486,4.03276,0.93824,0.16409,1.68713,4.42765,10.58349,41.8,1.77492,5.02959,35.3,2.30601,2.79459,82.5,0.52058,2.52428
256,Mark Sears,MIL,CHA,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
257,Alperen Sengun,HOU,POR,C,36.00000,21.26796,10.61615,5.84197,1.18165,0.84285,3.20211,7.89208,15.25084,51.7,0.68260,2.12216,32.2,4.80121,6.10335,78.7,3.76448,6.85167
258,Collin Sexton,CHA,MIL,G,28.00000,17.18711,3.71585,3.74974,0.70347,0.34858,2.35356,5.94271,12.18311,48.8,1.61080,4.21606,38.2,3.69089,4.25135,86.8,1.34885,2.36700
259,Landry Shamet,NYK,MIA,G,23.00000,10.52532,2.62609,2.24642,0.51110,0.16417,0.91297,3.44037,8.79555,39.1,2.14761,6.01783,35.7,1.49696,1.72390,86.8,0.49814,2.12795
260,Terrence Shannon Jr.,MIN,SAC,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
