,Player,Team,Pos,Pass Comp,Pass Att,Pass Yards,Pass TD,Int,Rush Att,Rush Yards,Rush TD,Rec,Rec Yards,Rec TD
351,Feleipe Franks,ATL,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,17.73,0.1
352,Brandon Aiyuk,SF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,468.53,2.67
353,Jeremy Ruckert,NYJ,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,179.27,1.03
354,Josh Downs,IND,WR,0.0,0.0,0.0,0.0,0.0,0.6,3.6,0.0,70.67,805.4,4.5
355,Marquez Valdes-Scantling,SEA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.33,308.67,1.67
356,Jayden Reed,GB,WR,0.0,0.0,0.0,0.0,0.0,8.87,58.53,0.17,45.6,623.33,4.3
357,Mason Tipton,NOR,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47,48.73,0.2
358,Nathan Carter,ATL,RB,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,4.0,0.0
359,John FitzPatrick,GB,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,12.5,0.1
360,Dont'e Thornton,LVR,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.2,478.27,2.27
361,Jordan Whittington,LAR,WR,0.0,0.0,0.0,0.0,0.0,1.13,7.0,0.03,16.53,193.2,0.93
362,A.J. Brown,PHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.07,1193.07,6.9
363,Jalen McMillan,TB,WR,0.0,0.0,0.0,0.0,0.0,1.67,8.67,0.07,31.73,404.4,2.6
364,Scott Matlock,LAC,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,14.13,0.07
365,Robert Woods,PIT,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,151.8,0.97
366,Clyde Edwards-Helaire,NOR,RB,0.0,0.0,0.0,0.0,0.0,6.0,24.4,0.17,1.27,10.2,0.0
367,Nick Chubb,HOU,RB,0.0,0.0,0.0,0.0,0.0,94.8,367.07,3.43,10.53,75.13,0.37
368,Kendrick Bourne,NWE,WR,0.0,0.0,0.0,0.0,0.0,0.67,3.33,0.0,5.93,69.2,0.3
369,Dee Eskridge,MIA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,45.13,0.2
370,Malik Washington,MIA,WR,0.0,0.0,0.0,0.0,0.0,4.4,24.47,0.1,30.8,309.8,1.63
371,Jamal Agnew,ATL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.1
372,Pierre Strong,CLE,RB,0.0,0.0,0.0,0.0,0.0,19.27,78.93,0.5,2.67,19.0,0.0
373,DJ Chark,ATL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,89.0,0.7
374,Jashaun Corbin,ATL,RB,0.0,0.0,0.0,0.0,0.0,16.27,78.07,0.43,0.73,4.93,0.0
375,Michael Pittman Jr.,IND,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.87,780.27,4.23
376,Tommy Tremble,CAR,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.13,147.13,1.0
377,Brevin Jordan,HOU,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,99.8,0.57
378,Brayden Willis,SF,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,13.13,0.03
379,Craig Reynolds,DET,RB,0.0,0.0,0.0,0.0,0.0,31.07,131.93,0.77,4.07,33.67,0.03
380,Harrison Bryant,PHI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,37.0,0.17
381,Xavier Hutchinson,HOU,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,115.0,0.5
382,Xavier Worthy,KAN,WR,0.0,0.0,0.0,0.0,0.0,13.87,80.73,0.5,69.67,857.53,6.13
383,Brenden Bates,CLE,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,10.53,0.07
384,Mack Hollins,NWE,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.93,265.87,1.73
385,Colby Parkinson,LAR,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.07,103.93,0.77
386,Darren Waller,MIA,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.07,402.47,2.5
387,Chris Godwin,TB,WR,0.0,0.0,0.0,0.0,0.0,1.6,7.87,0.07,59.93,701.87,4.1
388,Marquise Brown,KAN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.13,478.47,3.17
389,Brevyn Spann-Ford,DAL,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.27,59.4,0.43
390,Tanner Conner,MIA,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53,34.27,0.3
391,Zavier Scott,MIN,RB,0.0,0.0,0.0,0.0,0.0,14.33,60.93,0.37,1.67,12.4,0.03
392,Ryan Flournoy,DAL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,23.8,0.1
393,Dontayvion Wicks,GB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.27,388.33,3.2
394,Cam Grandy,CIN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.2
395,Mitchell Evans,CAR,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.47,85.27,0.5
396,Deebo Samuel,WAS,WR,0.0,0.0,0.0,0.0,0.0,29.53,121.8,1.1,62.67,761.73,4.6
397,Thomas Yassmin,LAC,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.1
398,Mark Andrews,BAL,TE,0.0,0.0,0.0,0.0,0.0,6.0,15.4,0.13,53.4,684.87,5.43
399,K.J. Osborn,WAS,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.13,79.6,0.6
400,Joshua Palmer,BUF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.73,556.47,4.37
401,Curtis Samuel,BUF,WR,0.0,0.0,0.0,0.0,0.0,4.0,16.47,0.1,17.33,172.53,1.37
402,Tai Felton,MIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07,108.4,0.57
403,Collin Johnson,LVR,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0
404,Jaydon Blue,DAL,RB,0.0,0.0,0.0,0.0,0.0,106.27,463.73,3.07,15.07,110.47,0.73
405,Braelon Allen,NYJ,RB,0.0,0.0,0.0,0.0,0.0,104.87,431.13,2.83,15.73,118.27,0.47
406,J.J. Taylor,HOU,RB,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0
407,Tre Harris,LAC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.33,326.8,1.87
408,Dameon Pierce,HOU,RB,0.0,0.0,0.0,0.0,0.0,16.0,68.87,0.33,1.93,14.33,0.03
409,David Njoku,CLE,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.33,630.47,4.2
410,Robert Tonyan Jr.,KAN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
411,Jaret Patterson,LAC,RB,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.1,0.0,3.0,0.0
412,Konata Mumpfield,LAR,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,131.0,0.5
413,Trevor Etienne,CAR,RB,0.0,0.0,0.0,0.0,0.0,50.6,221.2,1.37,13.93,101.33,0.53
414,Amon-Ra St. Brown,DET,WR,0.0,0.0,0.0,0.0,0.0,1.67,10.07,0.07,88.67,1086.73,7.4
415,Davis Allen,LAR,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,13.33,0.27
416,Mecole Hardman,GB,WR,0.0,0.0,0.0,0.0,0.0,1.67,8.33,0.13,2.87,32.13,0.2
417,Noah Gray,KAN,TE,0.0,0.0,0.0,0.0,0.0,0.53,1.4,0.07,27.87,292.87,2.23
418,Carson Steele,KAN,RB,0.0,0.0,0.0,0.0,0.0,7.0,26.67,0.2,1.67,10.2,0.07
419,Tyler Scott,CHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,20.73,0.13
420,Zay Jones,ARZ,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.87,332.73,1.83
421,Ross Dwelley,SF,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.1
422,Aaron Jones,MIN,RB,0.0,0.0,0.0,0.0,0.0,181.2,790.4,4.73,42.27,317.47,2.4
423,Jake Ferguson,DAL,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.93,561.67,4.17
424,Romeo Doubs,GB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.8,628.0,4.53
425,Diontae Johnson,CLE,WR,0.0,0.0,0.0,0.0,0.0,0.53,2.93,0.0,33.13,377.8,2.17
426,Jordan James,SF,RB,0.0,0.0,0.0,0.0,0.0,47.93,219.0,1.57,5.2,39.27,0.2
427,Allen Lazard,NYJ,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.53,227.6,1.3
428,George Kittle,SF,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.87,990.6,6.27
429,Cam Akers,NOR,RB,0.0,0.0,0.0,0.0,0.0,25.07,103.2,0.4,5.4,39.27,0.2
430,Albert Okwuegbunam,IND,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.5,0.0
431,David Bell,CLE,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,81.87,0.73
432,Raheem Mostert,LVR,RB,0.0,0.0,0.0,0.0,0.0,81.6,326.73,2.33,15.53,114.07,0.4
433,Tanner McLachlan,CIN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,8.13,0.03
434,Durham Smythe,CHI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,61.47,0.57
435,Travis Kelce,KAN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.13,691.6,5.57
436,Derrick Henry,BAL,RB,0.0,0.0,0.0,0.0,0.0,270.13,1418.33,11.87,16.73,150.6,1.0
437,Keenan Allen,LAC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.27,768.27,5.0
438,Devin Neal,NOR,RB,0.0,0.0,0.0,0.0,0.0,33.2,135.4,0.77,5.0,37.73,0.1
439,Ty Chandler,MIN,RB,0.0,0.0,0.0,0.0,0.0,21.2,82.93,0.37,2.53,19.93,0.13
440,Jalen Nailor,MIN,WR,0.0,0.0,0.0,0.0,0.0,1.27,8.33,0.07,35.53,441.47,2.83
441,DeMario Douglas,NWE,WR,0.0,0.0,0.0,0.0,0.0,1.67,9.27,0.03,45.13,468.0,2.43
442,Anthony Gould,IND,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,13.0,0.07
443,Chimere Dike,TEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.47,252.13,1.33
444,Travis Etienne,JAX,RB,0.0,0.0,0.0,0.0,0.0,100.0,383.8,2.63,27.93,204.0,0.93
445,Lucas Krull,DEN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,43.27,0.23
446,Terrace Marshall Jr.,PHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,16.33,0.07
447,Kylen Granson,PHI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,20.93,0.23
448,Roman Wilson,PIT,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.67,265.0,1.87
449,Xavier Weaver,ARZ,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,43.2,0.23
450,Ja'Tavion Sanders,CAR,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.27,359.93,2.37
451,Ryan Miller,TB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.1
452,De'Von Achane,MIA,RB,0.0,0.0,0.0,0.0,0.0,186.07,859.6,6.8,67.93,524.6,3.57
453,Sam LaPorta,DET,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.4,730.53,5.9
454,Pat Freiermuth,PIT,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.2,442.47,3.13
455,Travis Vokolek,ARZ,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,9.67,0.1
456,Rachaad White,TB,RB,0.0,0.0,0.0,0.0,0.0,115.6,480.4,3.0,37.07,293.13,1.77
457,Sterling Shepard,TB,WR,0.0,0.0,0.0,0.0,0.0,1.0,5.33,0.1,5.93,64.93,0.37
458,Drake London,ATL,WR,0.0,0.0,0.0,0.0,0.0,1.6,4.73,0.07,91.13,1197.93,8.23
459,Jordan Mims,TEN,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0
460,Kendric Pryor,CIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,0.1
461,Jack Bech,LVR,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4,437.4,2.13
462,Dylan Laube,LVR,RB,0.0,0.0,0.0,0.0,0.0,2.67,11.6,0.03,0.4,2.87,0.0
463,Raheem Blackshear,CAR,RB,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,2.0,16.0,0.1
464,Christian Watson,GB,WR,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,18.0,283.0,2.0
465,Chig Okonkwo,TEN,TE,0.0,0.0,0.0,0.0,0.0,0.33,2.0,0.0,46.8,460.53,2.67
466,Alvin Kamara,NOR,RB,0.0,0.0,0.0,0.0,0.0,197.33,813.93,5.1,59.67,445.2,1.73
467,Dawson Knox,BUF,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.47,228.67,1.9
468,Bryce Oliver,TEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.1
469,Adam Thielen,CAR,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.47,596.8,3.77
470,Nick Nash,ATL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
471,George Holani,SEA,RB,0.0,0.0,0.0,0.0,0.0,1.6,5.2,0.0,0.6,1.6,0.0
472,Jonathan Taylor,IND,RB,0.0,0.0,0.0,0.0,0.0,255.93,1160.07,8.97,26.73,194.73,0.87
473,David Moore,CAR,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,0.37
474,Devontez Walker,BAL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,67.67,0.47
475,Ben Skowronek,PIT,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,54.07,0.27
476,Austin Trammell,JAX,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.93,73.53,0.33
477,Nikola Kalinic,ATL,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,6.2,0.0
478,Bub Means,NOR,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.47,67.33,0.33
479,Ainias Smith,PHI,WR,0.0,0.0,0.0,0.0,0.0,1.27,5.93,0.07,3.87,34.07,0.23
480,Greg Dulcich,NYG,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,10.07,0.03
481,Lance McCutcheon,PIT,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.1
482,George Pickens,DAL,WR,0.0,0.0,0.0,0.0,0.0,0.67,5.33,0.0,68.0,976.47,6.7
483,Isaiah Davis,NYJ,RB,0.0,0.0,0.0,0.0,0.0,42.93,193.53,1.0,12.33,99.6,0.5
484,Dareke Young,SEA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
485,Kyle Monangai,CHI,RB,0.0,0.0,0.0,0.0,0.0,53.27,230.4,1.7,13.93,104.07,0.47
486,Olamide Zaccheaus,CHI,WR,0.0,0.0,0.0,0.0,0.0,0.33,2.67,0.0,20.93,240.13,1.4
487,Trent Sherfield,DEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,75.2,0.4
488,Jaylin Noel,HOU,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.67,394.33,2.0
489,James Proche,TEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,12.6,0.07
490,Jalen Brooks,DAL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,28.07,0.23
491,Tanner Hudson,CIN,TE,0.0,0.0,0.0,0.0,0.0,0.67,2.33,0.03,12.4,115.87,0.77
492,Chris Olave,NOR,WR,0.0,0.0,0.0,0.0,0.0,0.4,2.8,0.0,65.27,834.53,4.63
493,Jared Wiley,KAN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,21.67,0.13
494,Alec Ingold,MIA,RB,0.0,0.0,0.0,0.0,0.0,6.53,18.13,0.33,8.2,66.4,0.23
495,Quentin Johnston,LAC,WR,0.0,0.0,0.0,0.0,0.0,1.67,8.47,0.03,35.27,447.73,3.37
496,DeAndre Hopkins,BAL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.27,378.6,2.77
497,Teagan Quitoriano,ATL,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.0,0.2
498,Jerry Jeudy,CLE,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.13,947.07,4.73
499,Darnell Mooney,ATL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.4,758.87,3.73
500,Rasheen Ali,BAL,RB,0.0,0.0,0.0,0.0,0.0,14.47,56.33,0.33,1.27,9.6,0.0
501,Caleb Lohner,DEN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
502,Jaylen Warren,PIT,RB,0.0,0.0,0.0,0.0,0.0,148.4,644.67,3.83,40.8,295.67,1.77
503,John Metchie,HOU,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.73,63.2,0.53
504,Avery Williams,PHI,RB,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,7.0,0.1
505,Stone Smartt,NYJ,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.53,117.73,0.6
506,Laviska Shenault Jr.,BUF,WR,0.0,0.0,0.0,0.0,0.0,1.53,7.2,0.07,2.27,21.93,0.1
507,KaVontae Turpin,DAL,WR,0.0,0.0,0.0,0.0,0.0,25.33,154.47,1.07,35.0,439.47,2.8
508,Ray Davis,BUF,RB,0.0,0.0,0.0,0.0,0.0,102.13,440.67,3.1,10.0,80.6,0.47
509,Austin Ekeler,WAS,RB,0.0,0.0,0.0,0.0,0.0,80.2,343.2,2.73,45.27,365.47,1.77
510,Jalin Hyatt,NYG,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.27,152.53,0.8
511,Tom Kennedy,DET,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,3.4,0.0
512,Elijah Moore,BUF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.27,268.87,1.97
513,Adam Trautman,DEN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,122.0,0.93
514,Luther Burden,CHI,WR,0.0,0.0,0.0,0.0,0.0,2.4,14.53,0.07,37.33,410.67,2.4
515,Kyle Williams,NWE,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.27,406.6,2.4
516,AJ Dillon,PHI,RB,0.0,0.0,0.0,0.0,0.0,52.53,216.47,1.7,3.53,26.33,0.13
517,Elijah Mitchell,KAN,RB,0.0,0.0,0.0,0.0,0.0,35.4,145.87,1.13,7.6,51.53,0.33
518,Zack Kuntz,NYJ,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.73,0.0
519,Devaughn Vele,DEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.93,367.47,2.17
520,Luke Musgrave,GB,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,176.4,1.27
521,Jalen Coker,CAR,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,437.0,2.7
522,CeeDee Lamb,DAL,WR,0.0,0.0,0.0,0.0,0.0,9.27,64.6,0.2,95.8,1202.67,8.03
523,Jalen Reagor,LAC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,52.67,0.3
524,Devin Culp,TB,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53,37.13,0.37
525,Austin Hooper,NWE,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.93,271.0,1.73
526,Marvin Mims,DEN,WR,0.0,0.0,0.0,0.0,0.0,15.33,57.33,0.23,47.0,566.6,3.47
527,Ashton Jeanty,LVR,RB,0.0,0.0,0.0,0.0,0.0,251.2,1159.8,8.63,45.93,370.07,1.97
528,Kalif Raymond,DET,WR,0.0,0.0,0.0,0.0,0.0,2.67,18.93,0.03,18.53,227.53,1.0
529,Wan'Dale Robinson,NYG,WR,0.0,0.0,0.0,0.0,0.0,1.73,13.0,0.03,65.07,606.93,3.6
530,Matthew Golden,GB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.2,663.47,4.17
531,Tahj Brooks,CIN,RB,0.0,0.0,0.0,0.0,0.0,79.8,346.67,2.7,6.6,50.67,0.27
532,Darrynton Evans,BUF,RB,0.0,0.0,0.0,0.0,0.0,3.2,10.6,0.07,1.53,12.33,0.1
533,Rico Dowdle,CAR,RB,0.0,0.0,0.0,0.0,0.0,90.6,390.53,2.03,20.53,134.73,0.9
534,Juwan Johnson,NOR,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.47,451.13,2.73
535,Tyler Warren,IND,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.8,553.6,2.8
536,Jameson Williams,DET,WR,0.0,0.0,0.0,0.0,0.0,10.93,80.93,0.3,58.07,889.07,5.27
537,Bhayshul Tuten,JAX,RB,0.0,0.0,0.0,0.0,0.0,122.13,544.67,3.67,23.8,173.47,0.87
538,Kareem Hunt,KAN,RB,0.0,0.0,0.0,0.0,0.0,75.33,285.4,2.7,14.73,98.6,0.9
539,Mo Alie-Cox,IND,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,102.0,1.1
540,Kyren Williams,LAR,RB,0.0,0.0,0.0,0.0,0.0,248.87,1089.2,9.53,27.4,164.33,1.77
541,Robbie Ouzts,SEA,RB,0.0,0.0,0.0,0.0,0.0,0.8,3.73,0.0,0.6,8.8,0.0
542,Christopher Brooks,GB,RB,0.0,0.0,0.0,0.0,0.0,9.8,44.2,0.37,3.73,22.73,0.1
543,Drew Sample,CIN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.27,72.0,0.43
544,Tony Pollard,TEN,RB,0.0,0.0,0.0,0.0,0.0,209.33,910.73,6.17,36.87,211.13,1.2
